gene_id	expo_rep1	expo_rep2	stat_rep1	stat_rep2
TK1693	4483	3814	3678	1000
TK1694	15847	4193	24155	3509
TK1695	2550	451	1763	323
TK1696	7313	891	5287	838
TK1697	4441	842	3151	675
TK1698	1699	219	850	170
TK1699	12131	1680	6895	1483
TK1700	10471	1382	5889	1213
TK1701	701	77	424	66
TK1702	194	22	115	18
TK1703	201	51	139	30
TK1704	804	179	635	114
TK1705	1114	303	1067	321
TK1706	419	183	290	199
TK1707	88	27	69	95
TK1708	6104	2008	4043	882
TK1709	2069	373	2497	420
TK1710	716	197	790	150
TK1711	4230	890	4470	832
TK1712	1990	174	1926	393
TK1713	1514	149	2481	197
TK1714	4045	515	4783	702
TK1715	2374	320	2150	256
TK1716	1856	344	1851	265
TK1717	2167	370	2210	306
TK1718	3159	700	4232	737
TK1719	2666	287	1362	244
TK1720	942	86	896	132
TK1721	3282	347	3873	315
TK1722	2282	166	2598	114
TK1723	5871	426	8411	342
TK1724	338	16	478	17
TK1725	1607	89	2614	117
TK1726	98	8	196	12
TK1727	177	18	189	20
TK1728	2950	264	1501	379
TK1729	731	58	384	27
TK1730	1325	100	734	55
TK1731	1102	115	1043	176
TK1732	2057	217	1978	428
TK1733	1294	191	1270	349
TK1734	3049	770	2738	922
TK1735	1166	214	1049	277
TK1736	48995	6626	92406	10903
TK1737	6799	1176	6100	1108
TK1738	1947	253	1836	197
TK1739	289	21	1715	98
TK1740	806	91	3292	690
TK1741	2105	497	2735	624
TK1742	494	257	354	114
TK1743	2385	424	599	162
TK1744	1169	902	1484	330
TK1745	986	289	912	249
TK1746	941	396	1211	931
TK1747	181	29	125	35
TK1748	48196	5958	24194	8363
TK1749	283	30	790	192
TK1750	726	97	3382	548
TK1751	468	90	508	266
TK1752	49	3	65	20
TK1753	2294	484	4809	1370
TK1754	464	29	506	53
TK1755	166	14	159	30
TK1756	136	9	84	16
TK1757	141	11	132	15
TK1758	114	3	77	11
TK1759	144	14	114	15
TK1760	1399	159	1061	338
TK1761	2910	433	1808	625
TK1762	1019	153	642	122
TK1763	3027	478	1696	369
TK1764	2296	449	1277	199
TK1765	895	79	756	164
TK1766	4331	584	2625	1112
TK1767	2204	640	1159	294
TK1768	3109	636	3120	584
TK1769	5810	1378	4085	641
TK1770	1074	203	606	117
TK1771	24969	2975	6412	1103
TK1772	1294	218	275	45
TK1773	3267	470	797	180
TK1774	18312	2124	5915	1127
TK1775	9015	1092	3545	501
TK1776	905	215	527	189
TK1777	2589	610	3355	1525
TK1778	4020	1232	3691	755
TK1779	29562	8403	31946	2955
TK1780	1695	434	1751	184
TK1781	13712	3317	14536	1740
TK1782	2535	388	2903	349
TK1783	218	32	1200	280
TK1784	706	116	593	104
TK1785	6864	491	4987	1575
TK1786	8163	1582	7202	799
TK1787	73	4	152	27
TK1788	188	17	301	44
TK1789	14455	2317	11967	2146
TK1790	2079	281	2034	459
TK1791	2649	331	2917	460
TK1792	2801	222	2300	339
TK1793	1120	125	1611	261
TK1794	313	32	296	46
TK1795	451	71	517	70
TK1796	3564	269	5199	1661
TK1797	449	114	464	35
TK1798	3155	541	3362	362
TK1799	1941	284	1741	243
TK1800	26422	6411	26437	1575
TK1801	17802	3976	17645	1261
TK1802	21432	4818	21218	1980
TK1803	19092	4266	17611	2809
TK1804	88428	45804	133482	19437
TK1805	4720	553	2983	568
TK1806	1428	172	1143	218
TK1807	3425	445	1982	767
TK1808	607	90	365	119
TK1809	12846	1948	2711	469
TK1810	239	79	193	39
TK1811	263	55	163	48
TK1812	94	19	84	41
TK1813	2169	516	2581	967
TK1814	4215	1000	4746	1075
TK1815	803	173	1065	167
TK1816	242	40	187	34
TK1817	918	270	844	292
TK1818	78	5	5083	586
TK1819	1610	351	1020	193
TK1820	7386	1581	7031	1195
TK1821	1963	224	1363	317
TK1822	2981	578	1634	265
TK1823	118	15	66	12
TK1824	874	140	830	149
TK1825	75	22	60	24
TK1826	72	14	54	11
TK1827	1647	422	2088	732
TK1828	849	188	843	343
TK1829	2735	483	1276	302
TK1830	2455	509	1096	393
TK1831	3485	765	1869	950
TK1832	218	27	212	70
TK1833	2991	334	2239	718
TK1834	901	132	1247	109
TK1835	1527	472	1322	236
TK1836	1794	393	1411	224
TK1837	674	129	456	57
TK1838	773	169	450	77
TK1839	15933	3249	13491	1079
TK1840	16635	6679	19591	1515
TK1841	110	48	159	23
TK1842	895	212	1328	176
TK1843	1766	314	1961	577
TK1844	61	7	73	4
TK1845	349	40	393	44
TK1846	887	124	933	119
TK1847	230	32	230	36
TK1848	382	51	366	43
TK1849	1467	297	1527	352
TK1850	69607	16836	39842	5730
TK1851	2322	230	2749	342
TK1852	6111	914	6736	730
TK1853	37101	5956	41746	5686
TK1854	3244	741	3207	495
TK1855	22433	4702	21182	3595
TK1856	55	5	49	12
TK1857	1865	294	1412	332
TK1858	834	170	1209	226
TK1859	267	63	381	109
TK1860	57	7	320	75
TK1861	58	12	276	74
TK1862	0	0	13	5
TK1863	3729	396	1795	492
TK1864	1507	156	802	315
TK1865	562	87	308	55
TK1866	211	24	94	18
TK1867	123	22	79	11
TK1868	305	38	143	25
TK1869	165	15	99	11
TK1870	337	45	212	15
TK1871	370	84	667	348
TK1872	1380	210	1162	203
TK1873	2412	301	2023	257
TK1874	10952	2819	6016	1426
TK1875	112	43	107	31
TK1876	260	59	199	56
TK1877	306	129	333	105
TK1878	747	134	738	108
TK1879	1946	624	6763	881
TK1880	13656	3531	13217	3049
TK1881	1886	437	3104	418
TK1882	1038	316	1297	181
TK1883	2721	737	2892	394
TK1884	727	113	371	80
TK1885	298	56	391	98
TK1886	1004	234	895	359
TK1887	158	68	395	88
TK1888	1304	237	2666	540
TK1889	96	20	46	21
TK1890	1018	186	509	161
TK1891	3889	938	1894	637
TK1892	2108	341	8930	3064
TK1893	1943	441	1641	171
TK1894	479	115	433	50
TK1895	4543	1781	5854	1052
TK1896	181	51	199	348
TK1897	99	39	115	190
TK1898	5590	1007	3371	550
TK1899	59005	8797	42509	7452
TK1900	1081	173	898	134
TK1901	6429	700	1880	412
TK1902	7954	1155	3702	517
TK1903	29464	4274	14759	1667
TK1904	2717	601	2492	454
TK1905	1520	103	1316	128
TK1906	1924	67	972	343
TK1907	1584	141	592	127
TK1908	1470	261	1154	453
TK1909	1442	438	1381	229
TK1910	5028	1373	5363	737
TK1911	2608	651	2965	312
TK1912	7983	2296	10254	1097
TK1913	1306	1094	729	883
TK1914	1085	179	323	336
TK1915	73	23	24	12
TK1916	1206	296	1080	145
TK1917	721	100	998	214
TK1918	97	21	45	16
TK1919	21	9	24	11
TK1920	46	7	43	18
TK1921	17	1	20	3
TK1922	13	0	11	1
TK1923	131	15	123	17
TK1924	256	31	132	44
TK1925	311	43	169	62
TK1926	70	14	46	21
TK1927	2642	384	334	41
TK1928	1284	431	1026	301
TK1929	8667	2224	9930	1218
TK1930	243	19	248	47
TK1931	144	27	190	27
TK1932	2166	567	2553	560
TK1933	701	108	613	164
TK1934	2617	679	1134	198
TK1935	7135	1328	3694	605
TK1936	102	6	199	51
TK1937	32	1	141	32
TK1938	54	4	115	22
TK1939	599	42	1393	305
TK1940	2096	446	2720	287
TK1941	1170	244	1074	134
TK1942	1468	204	931	121
TK1943	878	175	441	86
TK1944	2614	472	1128	210
TK1945	2425	708	1878	400
TK1946	19804	4400	16458	5007
TK1947	761	39	880	69
TK1948	1148	124	1755	301
TK1949	2925	252	8990	656
TK1950	5198	435	30792	1811
TK1951	28162	3905	12544	1874
TK1952	1665	388	733	364
TK1953	3551	754	5134	785
TK1954	7253	1229	3527	873
TK1955	2199	174	1743	354
TK1956	3188	467	3232	615
TK1957	2565	1209	2050	470
TK1958	2434	739	1914	388
TK1959	13580	2224	19845	1896
TK1960	3575	788	5475	638
TK1961	13034	2825	20808	2708
TK1962	3531	519	2449	619
TK1963	1764	601	2096	855
TK1964	240	107	234	82
TK1965	1126	444	999	397
TK1966	11314	2343	12163	2292
TK1967	1728	409	1975	455
TK1968	919	215	847	213
TK1969	1105	402	765	217
TK1970	1329	263	783	252
TK1971	300	89	234	60
TK1972	7193	1506	6029	850
TK1973	1131	253	740	166
TK1974	762	143	9590	2885
TK1975	1848	690	1647	647
TK1976	4834	1717	3048	580
TK1977	780	204	321	205
TK1978	19081	5752	26192	6728
TK1979	5481	1386	6903	1868
TK1980	25766	5767	36711	9639
TK1981	19056	4167	26100	6379
TK1982	6297	1467	7951	2008
TK1983	38011	7592	44444	10257
TK1984	47873	9296	55152	11393
TK1985	1424	308	1043	244
TK1986	536	67	377	81
TK1987	194	14	165	19
TK1988	592	66	450	72
TK1989	143	12	83	25
TK1990	2973	337	11079	1325
TK1991	242	32	1038	150
TK1992	1890	290	1380	102
TK1993	3588	466	9407	983
TK1994	267	31	1025	125
TK1995	414	44	1395	145
TK1996	77	18	433	65
TK1997	3336	536	27676	5052
TK1998	2477	1572	3107	446
TK1999	27111	8556	20117	4498
TK2000	1928	260	12131	2155
TK2001	59	6	299	111
TK2002	723	126	270	102
TK2003	724	135	480	123
TK2004	988	302	1232	256
TK2005	3890	851	3466	683
TK2006	1954	425	2156	376
TK2007	5430	721	12224	1735
TK2008	1191	173	3104	508
TK2009	1530	512	1461	171
TK2010	71	18	45	8
TK2011	34	34	49	7
TK2012	127	9	169	44
TK2013	3532	623	1950	225
TK2014	115	14	56	8
TK2015	404	97	393	74
TK2016	613	126	758	153
TK2017	228	51	289	68
TK2018	1025	117	3228	478
TK2019	757	142	1258	164
TK2020	756	124	1298	156
TK2021	16219	7303	14941	3407
TK2022	756	173	936	369
TK2023	29424	6074	16834	1116
TK2024	24064	6539	16959	2660
TK2025	1913	477	1452	480
TK2026	1525	304	1431	446
TK2027	117	40	103	31
TK2028	107	18	267	42
TK2029	2072	565	1804	277
TK2030	1443	1060	1455	351
TK2031	132	21	126	53
TK2032	406	245	524	221
TK2033	913	321	1673	435
TK2034	215	60	234	317
TK2035	13652	4637	29748	4007
TK2036	663	153	787	131
TK2037	5306	915	4256	891
TK2038	1949	440	1339	413
TK2039	1379	353	1734	351
TK2040	5253	1326	5547	926
TK2041	2811	532	3206	619
TK2042	2855	651	3732	953
TK2043	468	111	533	166
TK2044	395	97	440	133
TK2045	1615	365	1692	388
TK2046	7978	979	4638	336
TK2047	3745	458	2203	213
TK2048	16873	2037	10326	1335
TK2049	13442	4925	12988	1427
TK2050	1761	189	972	258
TK2051	527	57	401	102
TK2052	6773	1939	7300	1663
TK2053	222	17	458	72
TK2054	163	24	228	60
TK2055	79	15	176	33
TK2056	57	13	106	28
TK2057	278	59	933	425
TK2058	386	42	930	407
TK2059	365	72	914	398
TK2060	1995	235	1481	318
TK2061	2604	482	1686	1143
TK2062	5756	910	3631	681
TK2063	2738	985	2279	614
TK2064	21559	5111	12006	3482
TK2065	122785	34482	113117	11043
TK2066	1594	235	2010	304
TK2067	578	100	789	134
TK2068	179	49	395	62
TK2069	945	133	9551	1700
TK2070	300	80	5476	2268
TK2071	443	95	9130	3716
TK2072	393	108	11314	4938
TK2073	778	90	5430	1502
TK2074	3778	586	16875	5077
TK2075	3728	440	11694	3243
TK2076	7676	1533	38692	13343
TK2077	2703	444	9529	2827
TK2078	1548	233	5296	1433
TK2079	3919	660	9280	1818
TK2080	462	51	3178	1385
TK2081	172	20	1144	325
TK2082	368	25	2058	525
TK2083	227	39	1496	596
TK2084	402	45	1967	825
TK2085	584	71	2721	963
TK2086	327	43	1531	371
TK2087	3811	298	13284	3963
TK2088	663	47	1874	693
TK2089	1954	166	5774	1767
TK2090	1112	97	3056	957
TK2091	4407	395	10778	2623
TK2092	4431	399	9992	2020
TK2093	4033	359	8789	1424
TK2094	2555	511	2171	281
TK2095	1778	367	1497	248
TK2096	975	216	901	241
TK2097	363	105	283	91
TK2098	3047	856	4127	1392
TK2099	1211	286	1189	322
TK2100	13721	4183	8490	1575
TK2101	11719	3185	8226	2204
TK2102	2701	592	1228	259
TK2103	3160	363	3542	1400
TK2104	5648	726	7507	3435
TK2105	61	10	57	17
TK2106	21069	4680	14523	1992
TK2107	1222	1060	558	65
TK2108	21612	12541	10741	1691
TK2109	1700	593	1607	219
TK2110	1434	160	1193	473
TK2111	787	126	615	247
TK2112	2122	442	2233	748
TK2113	1614	334	1028	152
TK2114	6946	448	57892	12506
TK2115	1101	407	2084	276
TK2116	2143	178	1234	177
TK2117	7108	1436	8176	1393
TK2118	1052	214	919	221
TK2119	733	151	494	87
TK2120	3688	642	2670	656
TK2121	1504	233	963	285
TK2122	4857	816	2776	776
TK2123	918	148	783	194
TK2124	10064	2665	5419	709
TK2125	2331	232	1514	208
TK2126	6989	1050	3771	1328
TK2127	1425	291	1294	388
TK2128	417	81	678	150
TK2129	7833	1333	4226	556
TK2130	483	234	5230	854
TK2131	2908	477	3678	703
TK2132	2101	287	855	306
TK2133	2159	381	737	262
TK2134	29940	5854	13561	4646
TK2135	6572	834	3773	905
TK2136	2477	631	2930	856
TK2137	1590	571	1346	711
TK2138	862	315	1255	321
TK2139	85	23	470	103
TK2140	5883	1546	6175	1664
TK2141	1372	554	1061	213
TK2142	931	255	430	231
TK2143	3119	380	2436	370
TK2144	640	60	531	52
TK2145	25360	10712	26407	13162
TK2146	5675	2179	5901	1803
TK2147	1362	331	948	180
TK2148	2515	666	2503	710
TK2149	147	45	233	44
TK2150	286	55	413	89
TK2151	704	257	1838	852
TK2152	1854	397	1352	560
TK2153	468	41	329	105
TK2154	376	121	448	128
TK2155	847	194	829	225
TK2156	27307	3385	14280	2255
TK2157	34394	4364	15725	4958
TK2158	834	230	1708	472
TK2159	1573	239	926	248
TK2160	140	8	914	283
TK2161	570	72	2296	917
TK2162	267	20	785	241
TK2163	21421	2418	10642	2157
TK2164	46047	13071	69353	8397
TK2165	290	232	400	223
TK2166	1221	404	1470	532
TK2167	6258	1040	3806	905
TK2168	10234	2295	9180	1814
TK2169	1975	379	1490	476
TK2170	3817	756	2888	431
TK2171	1751	371	1552	389
TK2172	1505	163	509	195
TK2173	929	200	1028	114
TK2174	202	14	112	23
TK2175	397	21	279	40
TK2176	381	29	358	51
TK2177	530	41	381	138
TK2178	691	87	890	372
TK2179	311	106	269	131
TK2180	7250	1842	7167	572
TK2181	1579	434	1598	53
TK2182	690	170	660	18
TK2183	236	65	334	4
TK2184	1150	257	1515	27
TK2185	5010	577	4111	716
TK2186	583	81	524	69
TK2187	333	69	460	258
TK2188	812	731	70	15
TK2189	905	140	589	95
TK2190	693	94	425	75
TK2191	2347	296	1705	203
TK2192	3804	497	2751	384
TK2193	4191	623	2666	705
TK2194	466	404	309	315
TK2195	5693	1034	3965	808
TK2196	10373	2533	7318	2024
TK2197	422	171	1041	272
TK2198	110	44	214	64
TK2199	1452	383	2330	452
TK2200	23783	12594	35438	4780
TK2201	4334	1056	8441	710
TK2202	1226	317	1048	164
TK2203	977	119	1629	313
TK2204	3431	207	7302	1089
TK2205	1486	309	893	288
TK2206	3303	601	2427	733
TK2207	7467	1401	6826	1812
TK2208	153	37	878	198
TK2209	556	113	1408	338
TK2210	3949	538	3531	303
TK2211	6028	797	4738	715
TK2212	3742	514	2967	430
TK2213	6150	731	4041	800
TK2214	995	252	826	258
TK2215	1232	299	1083	245
TK2216	1048	233	718	125
TK2217	8539	2333	16996	4640
TK2218	13422	2577	11585	1945
TK2219	8376	1876	8136	870
TK2220	551	259	429	88
TK2221	225	94	163	29
TK2222	1845	353	1768	201
TK2223	2374	449	3345	658
TK2224	3875	789	7351	1037
TK2225	2183	937	15337	1941
TK2226	1391	298	1368	254
TK2227	8093	1348	7009	1204
TK2228	296	68	250	100
TK2229	72	27	86	40
TK2230	37	2	10	4
TK2231	1463	462	905	116
TK2232	3885	1116	2754	490
TK2233	1008	294	1047	254
TK2234	883	246	1190	298
TK2235	1465	425	1505	440
TK2236	11390	1581	9603	4429
TK2237	9182	1571	8364	3757
TK2238	975	183	1020	152
TK2239	158	11	1519	175
TK2240	13752	2204	11614	4285
TK2241	3463	1734	3629	760
TK2242	4234	754	4652	1283
TK2243	3114	555	3596	782
TK2244	3853	787	3442	715
TK2245	3653	510	2602	620
TK2246	6970	1391	5367	866
TK2247	1294	218	1262	194
TK2248	2025	290	2011	334
TK2249	4320	894	2844	536
TK2250	8050	1587	5418	1585
TK2251	1236	100	717	167
TK2252	26172	6837	18935	5737
TK2253	4453	1577	5686	565
TK2254	806	125	669	151
TK2255	8781	2198	4865	1046
TK2256	1536	304	901	141
TK2257	3330	595	4010	801
TK2258	5118	1067	5846	1473
TK2259	1560	296	1432	668
TK2260	1874	282	1528	363
TK2261	145	17	127	21
TK2262	776	87	616	113
TK2263	1761	287	1621	257
TK2264	1930	159	7067	1567
TK2265	193	21	205	45
TK2266	6216	916	3868	711
TK2267	793	137	536	127
TK2268	47298	7230	30535	4356
TK2269	483	70	280	78
TK2270	2378	561	2200	819
TK2271	21341	4867	16674	4533
TK2272	1855	385	1638	212
TK2273	1217	260	1103	147
TK2274	1716	199	825	148
TK2275	1572	203	799	137
TK2276	170	32	92	152
TK2277	4590	517	1749	336
TK2278	83628	4897	11266	450
TK2279	731	197	584	500
TK2280	1604	212	952	282
TK2281	539	61	805	342
TK2282	343	68	720	345
TK2283	2295	219	803	85
TK2284	4146	465	1945	184
TK2285	4015	555	1579	305
TK2286	8105	1817	3052	718
TK2287	23283	4375	9792	2014
TK2288	2243	273	943	224
TK2289	32174	13133	23060	5589
TK2290	42108	9900	24336	5068
TK2291	1741	442	723	321
TK2292	6572	681	3182	1092
TK2293	263	39	172	54
TK2294	1648	470	1163	666
TK2295	401	109	255	105
TK2296	1360	129	837	194
TK2297	5435	656	3650	1210
TK2298	125	29	7919	2314
TK2299	57	13	2764	698
TK2300	1396	185	854	221
TK2301	1322	175	853	273
TK2302	3102	443	1700	367
TK2303	5535	274	3682	6766
TK2304	11159	1749	4616	1116
TK2305	169	50	202	44
TK2306	492	114	467	94

